Id,LotFrontage,LotArea,LotArea - delete,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
1226,65,10482.86347,10482,Inside,1Fam,SLvl,6,8,1958,1958,VinylSd,VinylSd,BrkFace,63,TA,Gd,CBlock,TA,TA,Av,GLQ,507,0,81,588,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,NA,1958,RFn,1,264,TA,224,0,0,0,0,0,NA,0,6,2007,145000
1227,86,14598.67789,14598,CulDSac,1Fam,2Story,6,5,2007,2007,VinylSd,VinylSd,Stone,74,Gd,TA,PConc,Gd,TA,Mn,Unf,0,0,894,894,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,2007,Fin,3,668,TA,100,18,0,0,0,0,NA,0,1,2008,214000
1228,72,8872.745331,8872,Corner,1Fam,1Story,5,8,1965,2008,VinylSd,VinylSd,BrkFace,300,TA,TA,CBlock,TA,TA,No,ALQ,595,0,317,912,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,NA,1992,Unf,2,576,TA,0,240,0,0,0,0,NA,0,12,2008,147000
1229,65,8769.632392,8769,Corner,TwnhsE,1Story,9,5,2008,2008,MetalSd,MetalSd,BrkFace,766,Ex,TA,PConc,Ex,TA,No,GLQ,1540,0,162,1702,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,2008,Fin,3,1052,TA,0,72,0,0,224,0,NA,0,10,2008,367294
1230,70,7910.584931,7910,Inside,1Fam,SLvl,5,5,1960,1960,BrkFace,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,666,0,409,1075,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,NA,1960,Unf,1,404,TA,0,0,0,0,0,0,NA,0,8,2008,127000
1231,,18890.7594,18890,Inside,Duplex,1.5Fin,5,5,1977,1977,Plywood,Plywood,None,1,TA,TA,CBlock,Gd,TA,No,GLQ,498,211,652,1361,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,1977,RFn,2,600,TA,155,24,145,0,0,0,Gar2,8300,8,2007,190000
1232,70,7728.169796,7728,Inside,Duplex,SLvl,5,6,1962,1962,Wd Sdng,Wd Sdng,BrkFace,120,TA,TA,CBlock,TA,TA,Av,ALQ,803,0,303,1106,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,NA,1962,Unf,2,540,TA,0,18,0,0,0,0,NA,0,5,2006,132500
1233,70,9842.850344,9842,FR2,Duplex,1Story,4,5,1962,1962,HdBoard,HdBoard,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,NA,1962,Unf,2,462,TA,0,0,0,0,0,0,NA,0,3,2007,101800
1234,,12160.29143,12160,Inside,1Fam,1Story,5,5,1959,1959,Plywood,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,1000,0,188,1188,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,NA,1959,RFn,2,531,TA,0,0,0,0,0,0,NA,0,5,2010,142000
1235,55,8525.340113,8525,Inside,1Fam,2Story,5,6,1911,1950,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,Av,Unf,0,0,940,940,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,0,192,0,0,0,0,NA,0,11,2008,130000
1236,96,13132.31137,13132,Inside,1Fam,2Story,5,5,1914,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,0,747,747,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,NA,1914,Unf,1,180,Fa,203,40,0,0,0,0,NA,0,7,2006,138887
1237,36,2628.831007,2628,Inside,Twnhs,2Story,7,5,2003,2003,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,Gd,TA,No,Unf,0,0,764,764,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,NA,2003,RFn,2,474,TA,0,27,0,0,0,0,NA,0,6,2010,175500
1238,41,12393.28663,12393,FR2,1Fam,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,847,847,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,2004,Fin,2,434,TA,100,48,0,0,0,0,NA,0,9,2006,195000
1239,63,13072.81823,13072,Inside,1Fam,1Story,6,5,2005,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1141,1141,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,NA,2005,Unf,2,484,TA,0,0,0,0,0,0,NA,0,3,2006,142500
1240,64,9037.429864,9037,Inside,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,BrkFace,32,Gd,TA,PConc,Gd,TA,Av,GLQ,428,0,1048,1476,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,2006,RFn,2,472,TA,120,33,0,0,0,0,NA,0,12,2007,265900
1241,65,8158.586953,8158,Inside,1Fam,2Story,7,5,2003,2003,VinylSd,VinylSd,BrkFace,252,Gd,TA,PConc,Gd,TA,No,GLQ,550,0,334,884,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,NA,2003,RFn,2,543,TA,0,63,0,0,0,0,NA,0,7,2008,224900
1242,83,9849.516757,9849,Inside,1Fam,1Story,7,6,2007,2007,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,1689,1689,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,NA,2007,RFn,3,954,TA,0,56,0,0,0,0,NA,0,6,2007,248328
1243,85,10625.67779,10625,Inside,1Fam,SFoyer,7,6,1974,1974,Plywood,Plywood,BrkFace,81,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,168,0,1053,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,1974,RFn,2,528,TA,0,120,0,0,0,0,NA,0,1,2010,170000
1244,107,13891.29454,13891,Inside,1Fam,1Story,10,5,2006,2006,VinylSd,VinylSd,NA,NA,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,0,690,2076,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Gd,2006,Fin,3,850,TA,216,229,0,0,0,0,NA,0,9,2006,465000
1245,,11435.52925,11435,Corner,1Fam,2Story,8,7,1929,1950,BrkFace,Stucco,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,792,792,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,1931,Unf,2,400,TA,0,0,0,0,0,0,NA,0,6,2006,230000
1246,78,12090.34099,12090,Inside,1Fam,SLvl,6,7,1984,2003,VinylSd,VinylSd,BrkFace,74,TA,TA,CBlock,Gd,TA,No,Unf,0,0,585,585,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,1984,Fin,2,477,TA,268,112,0,0,147,0,NA,0,1,2007,178000
1247,65,8125.009049,8125,Inside,1Fam,2Story,7,5,2005,2006,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,756,756,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,NA,2005,RFn,2,615,TA,0,45,0,0,0,0,NA,0,3,2006,186500
1248,,12328.84842,12328,Inside,1Fam,SLvl,6,5,1976,1976,HdBoard,HdBoard,BrkFace,335,TA,TA,CBlock,TA,TA,Av,GLQ,539,0,473,1012,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,NA,1976,Unf,3,888,TA,0,0,0,0,0,0,NA,0,5,2010,169900
1249,60,9600.100204,9600,Inside,1Fam,2.5Unf,6,5,1917,1950,AsbShng,AsbShng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,319,0,416,735,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,1950,Unf,2,396,Fa,0,0,259,0,0,0,NA,0,4,2008,129500
1250,60,7200.717705,7200,Inside,1Fam,1Story,5,7,1950,1950,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,534,96,246,876,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,NA,1950,Unf,1,276,TA,0,80,0,0,0,0,NA,0,5,2007,119000
1251,93,11160.27585,11160,Corner,1Fam,1Story,7,5,1968,1968,BrkFace,BrkFace,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,0,1045,2110,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,1968,Fin,2,522,TA,0,0,0,0,0,0,NA,0,4,2010,244000
1252,,3136.225877,3136,Corner,TwnhsE,1Story,7,5,2003,2003,VinylSd,Wd Shng,Stone,163,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1405,1405,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2003,RFn,2,478,TA,148,36,0,0,0,0,NA,0,3,2006,171750
1253,62,9858.293949,9858,Inside,1Fam,1Story,5,6,1968,1968,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,510,0,354,864,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,NA,1968,RFn,1,288,TA,33,0,0,0,0,0,Shed,600,11,2009,130000
1254,,17542.53839,17542,Inside,1Fam,2Story,7,7,1974,2003,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,1031,36,1192,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,1974,RFn,2,518,TA,220,47,0,0,0,0,NA,0,7,2007,294000
1255,60,6931.689072,6931,Inside,1Fam,2Story,7,5,2003,2004,VinylSd,VinylSd,Stone,92,Gd,TA,PConc,Gd,TA,No,Unf,0,0,746,746,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,2003,Fin,2,397,TA,178,128,0,0,0,0,NA,0,7,2008,165400
1256,52,6240.963555,6240,Inside,1Fam,1.5Fin,6,6,1931,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,0,459,884,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,1978,Unf,1,560,TA,0,0,0,0,120,0,NA,0,11,2007,127500
1257,91,14303.00452,14303,Corner,1Fam,1Story,8,5,1994,1994,HdBoard,HdBoard,BrkFace,554,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,0,672,1986,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,1994,Fin,2,691,TA,262,36,0,0,0,0,NA,0,8,2008,301500
1258,56,4060.158522,4060,Corner,1Fam,1Story,5,8,1922,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,0,864,864,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,0,0,NA,0,96,0,0,0,0,NA,0,7,2009,99900
1259,59,9587.370439,9587,Inside,1Fam,SLvl,7,5,2005,2005,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,0,201,856,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,NA,2005,Fin,2,400,TA,212,0,0,0,0,0,NA,0,7,2008,190000
1260,65,9750.389608,9750,FR2,1Fam,1Story,6,8,1969,1969,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,602,438,14,1054,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,NA,1969,Unf,2,460,TA,180,0,0,0,80,0,NA,0,7,2008,151000
1261,,24682.91932,24682,CulDSac,1Fam,2Story,6,5,1999,1999,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,841,841,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,1999,Fin,2,502,TA,0,103,0,0,0,0,NA,0,6,2009,181000
1262,80,9600.398189,9600,Inside,1Fam,1Story,5,6,1956,1956,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,504,0,546,1050,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,NA,1956,Unf,1,338,TA,0,0,0,0,0,0,NA,0,6,2009,128900
1263,,11250.47224,11250,Inside,1Fam,1.5Fin,4,5,1957,1989,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,0,0,1104,1104,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,1957,Unf,1,304,TA,120,0,0,0,0,0,NA,0,11,2009,161500
1264,60,13515.72847,13515,Inside,1Fam,2Story,6,6,1919,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,764,764,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,1940,Unf,2,520,TA,0,0,126,0,0,0,NA,0,7,2007,180500
1265,34,4060.110438,4060,Inside,TwnhsE,1Story,6,5,1998,1999,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,266,0,1139,1405,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,NA,1998,Fin,2,511,TA,144,68,0,0,0,0,NA,0,8,2008,181000
1266,35,3735.415237,3735,FR3,TwnhsE,2Story,7,5,1999,1999,MetalSd,MetalSd,BrkFace,218,Gd,TA,PConc,Gd,TA,No,GLQ,450,0,241,691,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,NA,1999,Unf,2,506,TA,0,34,0,0,0,0,NA,0,3,2006,183900
1267,60,10120.55649,10120,Inside,2fmCon,2.5Unf,7,4,1910,1950,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,No,Unf,0,0,925,925,N,FuseF,964,925,0,1889,0,0,1,1,4,2,TA,9,Typ,1,Gd,1960,Unf,1,308,TA,0,0,264,0,0,0,NA,0,1,2007,122000
1268,89,13214.41608,13214,Inside,1Fam,1Story,9,5,2008,2009,Stucco,CmentBd,None,0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,0,2002,2002,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,2009,Fin,3,746,TA,144,76,0,0,0,0,NA,0,5,2010,378500
1269,,14100.56722,14100,Inside,1Fam,1.5Fin,8,9,1935,1997,Stucco,Stucco,BrkFace,632,TA,Gd,CBlock,TA,TA,Mn,Rec,192,0,536,728,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,1982,Unf,3,1014,TA,314,12,0,0,0,0,NA,0,5,2008,381000
1270,78,11344.88981,11344,Inside,1Fam,1.5Fin,5,5,1958,1958,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,TA,TA,No,BLQ,460,0,414,874,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,TA,7,Typ,0,NA,1958,Unf,1,315,TA,0,0,0,0,0,0,NA,0,7,2007,144000
1271,,23595.83073,23595,Inside,1Fam,1Story,7,6,1979,1979,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,0,74,1332,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,1979,Fin,2,586,TA,268,0,0,0,0,0,NA,0,4,2010,260000
1272,,9156.484898,9156,Inside,1Fam,1Story,6,7,1968,1968,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,1489,1489,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,1968,RFn,2,462,TA,0,0,0,0,0,0,NA,0,8,2009,185750
1273,,13526.66041,13526,CulDSac,1Fam,1Story,5,6,1965,1965,HdBoard,Plywood,BrkFace,114,TA,TA,CBlock,TA,TA,No,BLQ,560,375,0,935,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,NA,1965,Unf,1,288,TA,180,0,0,0,0,0,NA,0,11,2006,137000
1274,124,11512.90155,11512,Corner,1Fam,SLvl,6,7,1959,2006,Plywood,Plywood,BrkFace,84,TA,TA,CBlock,TA,TA,Av,ALQ,719,0,300,1019,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,1959,RFn,1,312,TA,0,0,0,0,163,0,NA,0,5,2008,177000
1275,53,5362.28804,5362,Corner,1Fam,1.5Fin,5,6,1910,2003,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,661,661,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,1985,Unf,2,552,TA,242,0,81,0,0,0,NA,0,11,2007,139000
1276,95,11345.64843,11345,Corner,Duplex,2Story,5,5,1948,1950,AsbShng,AsbShng,Stone,567,TA,TA,CBlock,TA,TA,No,Rec,220,0,708,928,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,NA,1948,Unf,2,400,TA,0,0,0,0,0,0,NA,0,7,2007,137000
1277,,12936.93158,12936,CulDSac,1Fam,2Story,6,6,1972,1972,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,Gd,No,BLQ,593,0,130,723,Y,SBrkr,735,660,0,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,1972,Unf,2,497,TA,294,116,0,0,0,0,NA,0,12,2009,162000
1278,,17871.72929,17871,CulDSac,1Fam,SLvl,6,5,1967,1976,HdBoard,HdBoard,BrkFace,359,TA,TA,CBlock,Gd,TA,Av,ALQ,528,0,1152,1680,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,1967,RFn,2,480,TA,0,0,0,0,0,0,NA,0,6,2009,197900
1279,75,9473.405228,9473,Inside,1Fam,2Story,8,5,2002,2002,VinylSd,VinylSd,NA,NA,Gd,TA,PConc,Gd,TA,No,GLQ,804,0,324,1128,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,2002,RFn,2,577,TA,0,211,0,0,0,0,NA,0,3,2008,237000
1280,60,7500.891945,7500,Inside,1Fam,1.5Fin,4,4,1920,1950,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,0,698,698,Y,FuseA,698,430,0,1128,0,0,1,0,2,1,TA,6,Typ,0,NA,1980,RFn,2,528,TA,30,0,164,0,0,0,NA,0,4,2010,68400
1281,67,9808.661178,9808,Inside,1Fam,1Story,7,5,2002,2002,VinylSd,VinylSd,BrkFace,110,Gd,TA,PConc,Gd,TA,No,GLQ,788,0,785,1573,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,NA,2002,RFn,2,544,TA,0,72,0,0,0,0,NA,0,3,2009,227000
1282,50,8049.558105,8049,CulDSac,1Fam,1Story,7,5,1990,1990,HdBoard,HdBoard,BrkFace,54,TA,TA,CBlock,Gd,TA,No,ALQ,1053,0,256,1309,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,1990,Fin,2,484,Gd,0,58,0,0,90,0,NA,0,7,2006,180000
1283,61,8800.815838,8800,Inside,1Fam,1Story,5,7,1977,2008,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,144,364,1040,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,NA,1977,Unf,2,484,TA,0,0,0,0,288,0,NA,0,9,2009,150500
1284,94,9400.958759,9400,Corner,Duplex,2Story,6,5,1971,1971,MetalSd,Wd Shng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,0,0,912,912,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,NA,NA,NA,0,0,NA,128,0,0,0,0,0,NA,0,4,2010,139000
1285,50,9638.384175,9638,Inside,1Fam,1.5Fin,6,7,1919,1990,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,804,804,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,1969,Unf,1,336,TA,272,0,42,0,116,0,NA,0,3,2010,169000
1286,50,6000.73957,6000,Inside,1Fam,1.5Fin,6,6,1939,1950,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,No,Unf,0,0,780,780,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,1939,Unf,1,280,TA,45,0,0,0,0,0,NA,0,5,2009,132500
1287,,9790.29356,9790,Inside,1Fam,1Story,6,5,1963,1963,HdBoard,HdBoard,BrkFace,451,TA,TA,CBlock,TA,TA,No,ALQ,569,81,678,1328,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,1963,Unf,2,528,TA,0,26,0,0,0,0,NA,0,6,2010,143000
1288,,36500.11108,36500,Inside,1Fam,1Story,5,5,1964,1964,Wd Sdng,Wd Sdng,BrkCmn,621,TA,Gd,CBlock,TA,TA,Av,Rec,812,0,812,1624,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,NA,1964,Unf,2,390,TA,168,198,0,0,0,0,NA,0,6,2006,190000
1289,40,5664.894642,5664,Inside,TwnhsE,1Story,8,5,2000,2000,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,0,343,1501,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,2000,Fin,2,499,TA,212,59,0,0,0,0,NA,0,10,2009,278000
1290,86,11065.81847,11065,Inside,1Fam,2Story,8,5,2006,2006,VinylSd,VinylSd,Stone,788,Gd,TA,PConc,Gd,TA,Mn,Unf,0,0,1085,1085,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,2006,Fin,3,753,TA,177,74,0,0,0,0,NA,0,10,2006,281000
1291,,14112.45688,14112,Corner,1Fam,SLvl,5,7,1964,1964,Wd Sdng,HdBoard,BrkFace,86,TA,TA,PConc,TA,TA,Av,GLQ,1014,0,138,1152,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,1964,RFn,2,484,TA,227,0,0,0,0,0,NA,0,4,2010,180500
1292,21,1680.939628,1680,Inside,Twnhs,2Story,5,7,1972,1972,CemntBd,CmentBd,BrkFace,268,TA,TA,CBlock,TA,TA,No,ALQ,231,0,399,630,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,1972,Unf,1,264,TA,185,0,0,0,0,0,NA,0,2,2009,119500
1293,60,6600.308597,6600,Corner,1Fam,2Story,5,4,1892,1965,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,TA,TA,No,Unf,0,0,994,994,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,NA,1985,RFn,1,432,TA,0,287,0,0,0,0,NA,0,12,2009,107500
1294,78,10140.01296,10140,Inside,1Fam,2Story,7,5,1976,1976,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,194,0,638,832,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,1976,RFn,2,528,TA,0,28,0,0,259,0,NA,0,3,2006,162900
1295,60,8172.837189,8172,Inside,1Fam,1Story,5,7,1955,1990,WdShing,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,167,0,697,864,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,NA,1957,Unf,2,572,TA,0,0,0,0,0,0,NA,0,4,2006,115000
1296,70,8400.798095,8400,Inside,1Fam,1Story,5,5,1968,1968,HdBoard,HdBoard,BrkFace,168,TA,TA,CBlock,TA,TA,Av,BLQ,1016,0,36,1052,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,NA,1968,RFn,1,288,TA,356,0,0,0,0,0,NA,0,11,2006,138500
1297,80,8700.439271,8700,Inside,1Fam,1Story,5,6,1963,1963,MetalSd,MetalSd,BrkFace,148,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,0,344,1120,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,NA,1963,RFn,2,525,TA,192,20,123,0,0,0,NA,0,12,2008,155000
1298,35,3675.215003,3675,Inside,TwnhsE,SFoyer,6,5,2005,2006,VinylSd,VinylSd,BrkFace,82,TA,TA,PConc,Gd,TA,Gd,GLQ,547,0,0,547,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,1,TA,5,Typ,0,NA,2005,Fin,2,525,TA,0,44,0,0,0,0,NA,0,6,2006,140000
1299,313,63887.34027,63887,Corner,1Fam,2Story,10,5,2008,2008,Stucco,Stucco,Stone,796,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,0,466,6110,Y,SBrkr,4692,950,0,5642,2,0,2,1,3,1,Ex,12,Typ,3,Gd,2008,Fin,2,1418,TA,214,292,0,0,0,480,NA,0,1,2008,160000
1300,75,7500.646655,7500,Inside,1Fam,1Story,5,7,1959,1994,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,LwQ,340,906,0,1246,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,Gd,6,Typ,0,NA,1959,RFn,1,305,TA,218,0,0,0,0,0,NA,0,5,2010,154000
1301,,10762.07963,10762,CulDSac,1Fam,2Story,7,5,1999,1999,VinylSd,VinylSd,None,344,Gd,TA,PConc,Gd,TA,No,GLQ,694,0,284,978,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,TA,1999,Fin,2,490,TA,0,0,0,0,0,0,NA,0,5,2009,225000
1302,,7500.863837,7500,Inside,1Fam,2Story,6,7,1942,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,547,0,224,771,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,1942,Unf,1,213,TA,0,0,0,0,224,0,NA,0,11,2009,177500
1303,92,10120.67509,10120,Inside,1Fam,2Story,8,5,1994,1994,VinylSd,VinylSd,BrkFace,391,Gd,TA,PConc,Gd,TA,No,GLQ,740,0,425,1165,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,TA,1994,RFn,3,844,TA,309,78,0,0,0,0,NA,0,12,2006,290000
